kx	ky	Q3(up)
0.313747	0.375222	0.19211
0.324952	0.381691	0.19211
0.336157	0.388161	0.191335
0.347362	0.39463	0.18993
0.358568	0.401099	0.188131
0.369773	0.407569	0.186212
0.380978	0.414038	0.18442
0.392183	0.420507	0.182944
0.403388	0.439916	0.180543
0.414594	0.446385	0.18026
0.425799	0.452854	0.180543
0.437004	0.459324	0.181376
0.448209	0.465793	0.182704
0.459415	0.472262	0.18442
0.47062	0.478732	0.186358
0.481825	0.485201	0.188292
0.49303	0.49167	0.189959
0.504236	0.49814	0.191095
0.313747	0.388161	0.191499
0.324952	0.39463	0.191095
0.336157	0.401099	0.189959
0.347362	0.407569	0.188292
0.358568	0.414038	0.186358
0.369773	0.420507	0.18442
0.380978	0.426977	0.182704
0.392183	0.433446	0.181377
0.403388	0.452854	0.179684
0.414594	0.459324	0.179684
0.425799	0.465793	0.180261
0.437004	0.472262	0.181376
0.448209	0.478732	0.182944
0.459415	0.485201	0.18482
0.47062	0.49167	0.186805
0.481825	0.49814	0.188652
0.49303	0.504609	0.190091
0.504236	0.511078	0.190884
0.313747	0.401099	0.190884
0.324952	0.407569	0.190091
0.336157	0.414038	0.188652
0.347362	0.420507	0.186805
0.358568	0.426977	0.18482
0.369773	0.433446	0.182944
0.380978	0.439915	0.181376
0.392183	0.446385	0.18026
0.403388	0.698689	0.179392
0.414594	0.705159	0.179683
0.425799	0.711628	0.180543
0.437004	0.718097	0.181908
0.448209	0.724567	0.183659
0.459415	0.731036	0.185622
0.47062	0.737505	0.187574
0.481825	0.743975	0.189252
0.49303	0.750444	0.190394
0.504236	0.756913	0.190801
0.313747	0.646935	0.190395
0.324952	0.653404	0.189252
0.336157	0.659873	0.187574
0.347362	0.666343	0.185622
0.358568	0.672812	0.183659
0.369773	0.679281	0.181908
0.380978	0.685751	0.180544
0.392183	0.69222	0.179684
0.403388	0.711628	0.179684
0.414594	0.718097	0.180261
0.425799	0.724567	0.181376
0.437004	0.731036	0.182944
0.448209	0.737505	0.18482
0.459415	0.743975	0.186805
0.47062	0.750444	0.188652
0.481825	0.756913	0.190091
0.49303	0.763383	0.190884
0.504236	0.769852	0.190884
0.313747	0.659873	0.190092
0.324952	0.666343	0.188652
0.336157	0.672812	0.186805
0.347362	0.679281	0.18482
0.358568	0.685751	0.182944
0.369773	0.69222	0.181376
0.380978	0.698689	0.18026
0.392183	0.705159	0.179683
0.403388	0.724567	0.180544
0.414594	0.731036	0.181376
0.425799	0.737505	0.182704
0.437004	0.743975	0.18442
0.448209	0.750444	0.186358
0.459415	0.756913	0.188292
0.47062	0.763383	0.189959
0.481825	0.769852	0.191095
0.49303	0.776321	0.191499
0.504236	0.782791	0.191095
0.313747	0.672812	0.189959
0.324952	0.679281	0.188292
0.336157	0.685751	0.186358
0.347362	0.69222	0.18442
0.358568	0.698689	0.182704
0.369773	0.705159	0.181376
0.380978	0.711628	0.180543
0.392183	0.718097	0.180261
0.403388	0.737505	0.181908
0.414594	0.743975	0.182944
0.425799	0.750444	0.18442
0.437004	0.756914	0.186212
0.448209	0.763383	0.188131
0.459415	0.769852	0.18993
0.47062	0.776321	0.191335
0.481825	0.782791	0.19211
0.49303	0.78926	0.19211
0.504236	0.79573	0.191336
0.313747	0.685751	0.189929
0.324952	0.69222	0.188131
0.336157	0.698689	0.186212
0.347362	0.705159	0.18442
0.358568	0.711628	0.182944
0.369773	0.718097	0.181908
0.380978	0.724567	0.181376
0.392183	0.731036	0.181376
0.403388	0.750444	0.183658
0.414594	0.756913	0.18482
0.425799	0.763383	0.186358
0.437004	0.769852	0.188131
0.448209	0.776321	0.18993
0.459415	0.782791	0.191493
0.47062	0.78926	0.192561
0.481825	0.795729	0.192942
0.49303	0.802199	0.192561
0.504236	0.808668	0.191493
0.313747	0.698689	0.18993
0.324952	0.705159	0.188131
0.336157	0.711628	0.186357
0.347362	0.718097	0.18482
0.358568	0.724567	0.183659
0.369773	0.731036	0.182944
0.380978	0.737505	0.182704
0.392183	0.743975	0.182944
0.403388	0.763383	0.185622
0.414594	0.769852	0.186805
0.425799	0.776321	0.188292
0.437004	0.782791	0.18993
0.448209	0.78926	0.191493
0.459415	0.79573	0.192728
0.47062	0.802199	0.193412
0.481825	0.808668	0.193411
0.49303	0.815138	0.192728
0.504236	0.821607	0.191493
0.313747	0.711628	0.18993
0.324952	0.718097	0.188292
0.336157	0.724567	0.186805
0.347362	0.731036	0.185622
0.358568	0.737505	0.18482
0.369773	0.743975	0.18442
0.380978	0.750444	0.18442
0.392183	0.756913	0.18482
0.403388	0.776321	0.187574
0.414594	0.782791	0.188652
0.425799	0.78926	0.18996
0.437004	0.795729	0.191336
0.448209	0.802199	0.192561
0.459415	0.808668	0.193411
0.47062	0.815137	0.193716
0.481825	0.821607	0.193411
0.49303	0.828076	0.192561
0.504236	0.834545	0.191336
0.313747	0.724567	0.189959
0.324952	0.731036	0.188652
0.336157	0.737505	0.187573
0.347362	0.743975	0.186805
0.358568	0.750444	0.186357
0.369773	0.756913	0.186212
0.380978	0.763383	0.186357
0.392183	0.769852	0.186805
0.403388	0.78926	0.189252
0.414594	0.795729	0.190091
0.425799	0.802199	0.191095
0.437004	0.808668	0.19211
0.448209	0.815138	0.192941
0.459415	0.821607	0.193412
0.47062	0.828076	0.193411
0.481825	0.834546	0.192941
0.49303	0.841015	0.192109
0.504236	0.847484	0.191095
0.313747	0.737505	0.190092
0.324952	0.743975	0.189252
0.336157	0.750444	0.188652
0.347362	0.756913	0.188292
0.358568	0.763383	0.188131
0.369773	0.769852	0.188131
0.380978	0.776321	0.188292
0.392183	0.782791	0.188652
0.403388	0.802199	0.190394
0.414594	0.808668	0.190884
0.425799	0.815137	0.191499
0.437004	0.821607	0.192109
0.448209	0.828076	0.192561
0.459415	0.834545	0.192728
0.47062	0.841015	0.192561
0.481825	0.847484	0.19211
0.49303	0.853953	0.191499
0.504236	0.860423	0.190884
0.313747	0.750444	0.190394
0.324952	0.756913	0.190091
0.336157	0.763383	0.189959
0.347362	0.769852	0.189929
0.358568	0.776321	0.18993
0.369773	0.782791	0.189929
0.380978	0.78926	0.189959
0.392183	0.795729	0.190091
0.403388	0.815138	0.1908
0.414594	0.821607	0.190884
0.425799	0.828076	0.191095
0.437004	0.834546	0.191336
0.448209	0.841015	0.191493
0.459415	0.847484	0.191493
0.47062	0.853954	0.191336
0.481825	0.860423	0.191095
0.49303	0.866892	0.190884
0.504236	0.873362	0.190801
0.313747	0.763383	0.190884
0.324952	0.769852	0.191095
0.336157	0.776321	0.191336
0.347362	0.782791	0.191493
0.358568	0.78926	0.191493
0.369773	0.795729	0.191336
0.380978	0.802199	0.191095
0.392183	0.808668	0.190884
0.403388	0.59518	0.190394
0.414594	0.601649	0.190091
0.425799	0.608119	0.189959
0.437004	0.614588	0.189929
0.448209	0.621057	0.18993
0.459415	0.627527	0.18993
0.47062	0.633996	0.189959
0.481825	0.640465	0.190091
0.49303	0.646935	0.190394
0.504236	0.653404	0.190884
0.313747	0.543425	0.191498
0.324952	0.549894	0.19211
0.336157	0.556364	0.192561
0.347362	0.562833	0.192728
0.358568	0.569303	0.192561
0.369773	0.575772	0.192109
0.380978	0.582241	0.191499
0.392183	0.588711	0.190884
0.403388	0.608118	0.189252
0.414594	0.614588	0.188652
0.425799	0.621057	0.188292
0.437004	0.627527	0.188131
0.448209	0.633996	0.188132
0.459415	0.640465	0.188292
0.47062	0.646934	0.188652
0.481825	0.653404	0.189252
0.49303	0.659873	0.190091
0.504236	0.666343	0.191095
0.313747	0.556364	0.19211
0.324952	0.562833	0.192941
0.336157	0.569302	0.193411
0.347362	0.575772	0.193411
0.358568	0.582241	0.192941
0.369773	0.58871	0.192109
0.380978	0.59518	0.191095
0.392183	0.601649	0.190092
0.403388	0.621057	0.187574
0.414594	0.627527	0.186805
0.425799	0.633996	0.186358
0.437004	0.640465	0.186212
0.448209	0.646935	0.186358
0.459415	0.653404	0.186805
0.47062	0.659873	0.187574
0.481825	0.666343	0.188652
0.49303	0.672812	0.189959
0.504236	0.679281	0.191336
0.313747	0.569303	0.192561
0.324952	0.575772	0.193411
0.336157	0.582241	0.193716
0.347362	0.58871	0.193412
0.358568	0.59518	0.192561
0.369773	0.601649	0.191335
0.380978	0.608119	0.189959
0.392183	0.614588	0.188652
0.403388	0.633996	0.185622
0.414594	0.640465	0.18482
0.425799	0.646934	0.18442
0.437004	0.653404	0.18442
0.448209	0.659873	0.18482
0.459415	0.666343	0.185622
0.47062	0.672812	0.186805
0.481825	0.679281	0.188292
0.49303	0.68575	0.18993
0.504236	0.69222	0.191493
0.313747	0.582241	0.192728
0.324952	0.58871	0.193411
0.336157	0.59518	0.193411
0.347362	0.601649	0.192728
0.358568	0.608118	0.191493
0.369773	0.614588	0.18993
0.380978	0.621057	0.188292
0.392183	0.627526	0.186805
0.403388	0.646935	0.183659
0.414594	0.653404	0.182944
0.425799	0.659873	0.182704
0.437004	0.666343	0.182944
0.448209	0.672812	0.183658
0.459415	0.679281	0.18482
0.47062	0.685751	0.186358
0.481825	0.69222	0.188131
0.49303	0.698689	0.18993
0.504236	0.705159	0.191493
0.313747	0.59518	0.192561
0.324952	0.601649	0.192942
0.336157	0.608119	0.192561
0.347362	0.614588	0.191493
0.358568	0.621057	0.18993
0.369773	0.627527	0.188131
0.380978	0.633996	0.186358
0.392183	0.640465	0.18482
0.403388	0.659873	0.181908
0.414594	0.666342	0.181376
0.425799	0.672812	0.181376
0.437004	0.679281	0.181908
0.448209	0.68575	0.182944
0.459415	0.69222	0.18442
0.47062	0.698689	0.186212
0.481825	0.705159	0.188131
0.49303	0.711628	0.189929
0.504236	0.718097	0.191336
0.313747	0.608118	0.19211
0.324952	0.614588	0.19211
0.336157	0.621057	0.191335
0.347362	0.627526	0.18993
0.358568	0.633996	0.188131
0.369773	0.640465	0.186212
0.380978	0.646934	0.18442
0.392183	0.653404	0.182944
0.403388	0.672812	0.180543
0.414594	0.679281	0.18026
0.425799	0.685751	0.180543
0.437004	0.69222	0.181376
0.448209	0.698689	0.182704
0.459415	0.705159	0.18442
0.47062	0.711628	0.186358
0.481825	0.718097	0.188292
0.49303	0.724567	0.189959
0.504236	0.731036	0.191095
0.313747	0.621057	0.191499
0.324952	0.627527	0.191095
0.336157	0.633996	0.189959
0.347362	0.640465	0.188292
0.358568	0.646935	0.186358
0.369773	0.653404	0.18442
0.380978	0.659873	0.182704
0.392183	0.666343	0.181377
0.403388	0.685751	0.179684
0.414594	0.69222	0.179684
0.425799	0.698689	0.180261
0.437004	0.705159	0.181376
0.448209	0.711628	0.182944
0.459415	0.718097	0.18482
0.47062	0.724567	0.186805
0.481825	0.731036	0.188652
0.49303	0.737505	0.190091
0.504236	0.743975	0.190884
0.313747	0.633996	0.190884
0.324952	0.640465	0.190091
0.336157	0.646935	0.188652
0.347362	0.653404	0.186805
0.358568	0.659873	0.18482
0.369773	0.666343	0.182944
0.380978	0.672812	0.181376
0.392183	0.679281	0.18026
