kx	Py(up)	Py(down)
0.	-0.00419641	0.0041964
0.897598	-0.0042147	0.0042147
1.7952	-0.0042589	0.0042589
2.69279	-0.00429801	0.004298
3.59039	-0.00429799	0.00429799
4.48799	-0.00425891	0.00425891
5.38559	-0.0042147	0.0042147
6.28319	-0.00419641	0.0041964
