kx	Py(up)	Py(down)
0.	-0.0250573	0.0250573
0.418879	-0.0256441	0.0256441
0.837758	-0.0273201	0.0273201
1.25664	-0.0298567	0.0298567
1.67552	-0.032909	0.032909
2.0944	-0.0360086	0.0360086
2.51327	-0.038577	0.038577
2.93215	-0.0400429	0.0400429
3.35103	-0.0400429	0.0400429
3.76991	-0.038577	0.038577
4.18879	-0.0360086	0.0360086
4.60767	-0.032909	0.032909
5.02655	-0.0298567	0.0298567
5.44543	-0.0273201	0.0273201
5.86431	-0.0256441	0.0256441
6.28319	-0.0250573	0.0250573
